word,i,j,gap,page_i,page_j,quire_i,quire_j,lang_i,lang_j,section_i,section_j
daraiin,28,25166,25138,f1r,f95r2,A,Q,A,B,T,H
cphoy,49,2859,2810,f1r,f18v,A,C,A,A,T,H
okchoy,57,10176,10119,f1r,f57v,A,H,A,?,T,C
shoshy,77,240,163,f1r,f1v,A,A,A,A,T,H
shoy,87,26889,26802,f1r,f102v2,A,S,A,A,T,P
oldain,94,23651,23557,f1r,f89r1,A,O,A,A,T,P
kod,105,4319,4214,f1r,f27v,A,D,A,A,T,H
kchom,124,613,489,f1r,f3v,A,A,A,A,T,H
cthols,147,6076,5929,f1r,f37v,A,E,A,A,T,H
cpho,156,9230,9074,f1r,f53v,A,G,A,A,T,H
okay,183,13990,13807,f1r,f72v3,A,K,A,?,T,Z
kokaiin,187,2235,2048,f1r,f15r,A,B,A,A,T,H
koshey,190,33201,33011,f1r,f111v,A,T,A,B,T,S
chtor,196,9215,9019,f1r,f53r,A,G,A,A,T,H
oltchey,205,22453,22248,f1v,f86v6,A,N,A,B,H,T
cfhar,207,3781,3574,f1v,f24r,A,C,A,A,H,H
chokeo,227,8610,8383,f1v,f49v,A,G,A,A,H,H
cphoal,235,34905,34670,f1v,f113r,A,T,A,B,H,S
otoaiin,239,13169,12930,f1v,f70v2,A,J,A,?,H,Z
dolchey,246,25691,25445,f1v,f99r,A,S,A,A,H,P
chodo,247,12212,11965,f1v,f68v3,A,I,A,?,H,C
schody,289,23233,22944,f1v,f87r,A,O,A,A,H,H
ykody,351,9189,8838,f2r,f53r,A,G,A,A,H,H
olsaiin,372,20351,19979,f2r,f83r,A,M,A,B,H,B
yor,379,9404,9025,f2r,f54r,A,G,A,A,H,H
kooiin,391,4543,4152,f2v,f29v,A,D,A,A,H,H
loeees,405,33752,33347,f2v,f111v,A,T,A,B,H,S
qopal,453,34090,33637,f3r,f112r,A,T,A,B,H,S
qokeom,532,23513,22981,f3r,f88v,A,O,A,A,H,P
qoeor,552,842,290,f3r,f5r,A,A,A,A,H,H
qosaiin,555,28825,28270,f3r,f104v,A,T,A,B,H,S
okolor,564,7682,7118,f3r,f45v,A,F,A,A,H,H
qotoy,568,36183,35615,f3v,f114v,A,T,A,B,H,S
ykoaiin,571,11719,11148,f3v,f67r2,A,I,A,?,H,A
okai,587,19851,19264,f3v,f82v,A,M,A,B,H,B
chekeol,615,13570,12955,f3v,f72r1,A,K,A,?,H,Z
chodair,635,24229,23594,f3v,f89v1,A,O,A,A,H,P
sheam,647,20612,19965,f3v,f83v,A,M,A,B,H,B
ytoy,657,11537,10880,f4r,f67r1,A,I,A,?,H,A
pydaiin,680,6944,6264,f4r,f42r,A,F,A,A,H,H
tydy,683,2217,1534,f4r,f15r,A,B,A,A,H,H
shytchy,685,4547,3862,f4r,f29v,A,D,A,A,H,H
cpholdy,696,3922,3226,f4r,f25r,A,D,A,A,H,H
koraiin,700,1562,862,f4r,f9r,A,B,A,A,H,H
qotchoiin,705,747,42,f4r,f4v,A,A,A,A,H,H
sheyr,706,18878,18172,f4r,f80v,A,M,A,B,H,B
kchoy,715,9549,8834,f4v,f55r,A,G,A,B,H,H
cphody,751,5169,4418,f4v,f33r,A,E,A,B,H,H
torchy,752,1975,1223,f4v,f13r,A,B,A,A,H,H
cthory,762,5621,4859,f4v,f35r,A,E,A,A,H,H
qokoy,779,31826,31047,f4v,f108r,A,T,A,B,H,S
ochody,793,22029,21236,f4v,f86v6,A,N,A,B,H,T
chykey,794,9746,8952,f4v,f56r,A,G,A,A,H,H
chtody,795,24189,23394,f4v,f89v2,A,O,A,A,H,P
olsy,801,25772,24971,f5r,f99v,A,S,A,A,H,P
cholols,832,10512,9680,f5r,f58r,A,H,A,A,H,S
qotoeey,846,3032,2186,f5r,f20r,A,C,A,A,H,H
cheotol,887,4780,3893,f5v,f30v,A,D,A,A,H,H
foar,896,3892,2996,f6r,f24v,A,C,A,A,H,H
kshor,914,8515,7601,f6r,f49v,A,G,A,A,H,H
yaiir,927,29059,28132,f6r,f105r,A,T,A,B,H,S
ctheod,960,24480,23520,f6r,f90v2,A,O,A,A,H,H
ychar,965,25325,24360,f6r,f95v1,A,Q,A,B,H,H
qocthol,974,3762,2788,f6r,f24r,A,C,A,A,H,H
qokom,1038,7738,6700,f6v,f45v,A,F,A,A,H,H
ychear,1044,33457,32413,f6v,f111v,A,T,A,B,H,S
ytchos,1051,4906,3855,f6v,f31v,A,D,A,B,H,H
ytcho,1080,3593,2513,f6v,f23r,A,C,A,A,H,H
fchodaiin,1095,25372,24277,f7r,f95v1,A,Q,A,B,H,H
shopchey,1096,22215,21119,f7r,f86v6,A,N,A,B,H,T
dold,1105,6211,5106,f7r,f39r,A,E,A,B,H,H
chkoldy,1127,3521,2394,f7r,f22v,A,C,A,A,H,H
otshol,1161,2731,1570,f7v,f18r,A,C,A,A,H,H
dykchy,1175,2199,1024,f7v,f14v,A,B,A,A,H,H
dchodaiin,1194,8480,7286,f7v,f49r,A,G,A,A,H,H
chofchy,1261,3298,2037,f8r,f21v,A,C,A,A,H,H
chocty,1278,25487,24209,f8r,f96r,A,Q,A,A,H,H
choor,1283,2086,803,f8r,f14r,A,B,A,A,H,H
ocho,1285,1569,284,f8r,f9r,A,B,A,A,H,H
otariin,1311,22389,21078,f8r,f86v6,A,N,A,B,H,T
kchs,1329,7852,6523,f8r,f46r,A,F,A,B,H,H
kchokchy,1336,9863,8527,f8r,f56v,A,G,A,A,H,H
chsey,1337,22354,21017,f8r,f86v6,A,N,A,B,H,T
scheaiin,1339,2221,882,f8r,f15r,A,B,A,A,H,H
chean,1348,1405,57,f8r,f8v,A,A,A,A,H,H
cky,1349,3918,2569,f8r,f25r,A,D,A,A,H,H
cha,1358,6877,5519,f8r,f42r,A,F,A,A,H,H
cheain,1361,1479,118,f8r,f8v,A,A,A,A,H,H
dolar,1401,11176,9775,f8v,f66r,A,H,A,B,H,T
cthan,1418,37531,36113,f8v,f116r,A,T,A,B,H,S
pchy,1447,4245,2798,f8v,f27r,A,D,A,A,H,H
sorain,1449,21757,20308,f8v,f85r2,A,N,A,B,H,C
chodey,1489,3035,1546,f8v,f20r,A,C,A,A,H,H
toiin,1514,27022,25508,f9r,f102v1,B,S,A,A,H,P
qotod,1516,9272,7756,f9r,f53v,B,G,A,A,H,H
chokcho,1524,9875,8351,f9r,f56v,B,G,A,A,H,H
qofol,1585,21527,19942,f9v,f85r1,B,N,A,B,H,T
toldy,1615,7213,5598,f9v,f43r,B,F,A,B,H,H
odol,1625,24769,23144,f9v,f93r,B,Q,A,A,H,H
qochol,1633,4000,2367,f9v,f25v,B,D,A,A,H,H
ctchy,1635,7063,5428,f9v,f42v,B,F,A,A,H,H
pchodol,1667,2587,920,f10r,f17v,B,C,A,A,H,H
kom,1670,9091,7421,f10r,f52r,B,G,A,A,H,H
qodor,1817,6760,4943,f11r,f41r,B,F,A,B,H,H
shcphy,1844,1866,22,f11r,f11v,B,B,A,A,H,H
ds,1851,4209,2358,f11r,f27r,B,D,A,A,H,H
ddy,1903,2861,958,f11v,f18v,B,C,A,A,H,H
torshor,1912,30653,28741,f13r,f107r,B,T,A,B,H,S
shkchy,1924,27552,25628,f13r,f103r,B,T,A,B,H,S
qodchy,1943,2876,933,f13r,f19r,B,C,A,A,H,H
dpchy,1950,3357,1407,f13r,f22r,B,C,A,A,H,H
ykoly,1984,13860,11876,f13r,f72r3,B,K,A,?,H,Z
octhos,1996,24102,22106,f13v,f89v2,B,O,A,A,H,P
qocky,2013,28562,26549,f13v,f104v,B,T,A,B,H,S
olcphy,2017,13488,11471,f13v,f71v,B,K,A,?,H,Z
oir,2084,11748,9664,f14r,f67v2,B,I,A,?,H,C
soshy,2091,3916,1825,f14r,f25r,B,D,A,A,H,H
chodalg,2128,11697,9569,f14r,f67r2,B,I,A,?,H,A
ypchor,2138,22758,20620,f14v,f86v5,B,N,A,B,H,T
ykykaiin,2156,8746,6590,f14v,f50r,B,G,A,B,H,H
dytchy,2157,2889,732,f14v,f19r,B,C,A,A,H,H
ykshy,2163,5894,3731,f14v,f36v,B,E,A,A,H,H
dydydy,2180,7208,5028,f14v,f43r,B,F,A,B,H,H
dardy,2191,5432,3241,f14v,f34r,B,E,A,B,H,H
chokshor,2192,13610,11418,f14v,f72r1,B,K,A,?,H,Z
qotchod,2316,4762,2446,f15v,f30v,B,D,A,A,H,H
cthoiin,2352,3431,1079,f15v,f22r,B,C,A,A,H,H
toror,2420,22422,20002,f16r,f86v6,B,N,A,B,H,T
shtshy,2434,37354,34920,f16r,f116r,B,T,A,B,H,S
chydy,2499,12157,9658,f16v,f68v3,B,I,A,?,H,C
opydy,2517,3121,604,f17r,f20v,C,C,A,A,H,H
chop,2519,12509,9990,f17r,f69r,C,J,A,?,H,C
ydair,2523,21545,19022,f17r,f85r1,C,N,A,B,H,T
okchom,2538,3851,1313,f17r,f24v,C,C,A,A,H,H
ychekchy,2547,2802,255,f17r,f18r,C,C,A,A,H,H
qokcheor,2558,11861,9303,f17r,f67v1,C,I,A,?,H,A
ychody,2585,4648,2063,f17r,f30r,C,D,A,A,H,H
chotom,2586,24646,22060,f17r,f93r,C,Q,A,A,H,H
cthodal,2594,23161,20567,f17v,f87r,C,O,A,A,H,H
kchar,2629,9816,7187,f17v,f56r,C,G,A,A,H,H
oshor,2766,10905,8139,f18r,f58v,C,H,A,A,H,S
doldy,2770,20413,17643,f18r,f83v,C,M,A,B,H,B
doldaiin,2771,7620,4849,f18r,f45r,C,F,A,A,H,H
chcthal,2778,34901,32123,f18r,f113r,C,T,A,B,H,S
dchal,2808,12856,10048,f18v,f70r1,C,J,A,?,H,C
chordy,2890,2940,50,f19r,f19r,C,C,A,A,H,H
dyty,2892,17549,14657,f19r,f79r,C,M,A,B,H,B
qokorar,2901,24157,21256,f19r,f89v2,C,O,A,A,H,P
cthyd,2944,12104,9160,f19r,f68r3,C,I,A,?,H,A
py,2955,7711,4756,f19v,f45v,C,F,A,A,H,H
ddor,3000,26635,23635,f19v,f102r1,C,S,A,A,H,P
okchan,3006,5125,2119,f19v,f32v,C,D,A,A,H,H
otch,3013,11837,8824,f19v,f67v1,C,I,A,?,H,A
odaiir,3038,4021,983,f20r,f26r,C,D,A,B,H,H
qochy,3046,15652,12606,f20r,f76r,C,M,A,B,H,T
daral,3049,7125,4076,f20r,f43r,C,F,A,B,H,H
otolchey,3053,26049,22996,f20r,f100r,C,S,A,A,H,P
qocphy,3084,8990,5906,f20r,f51v,C,G,A,A,H,H
chetody,3090,12644,9554,f20r,f69v,C,J,A,?,H,C
qopcheody,3206,30019,26813,f21r,f106r,C,T,A,B,H,S
cholol,3247,8060,4813,f21r,f47r,C,F,A,A,H,H
chotshol,3340,8532,5192,f21v,f49v,C,G,A,A,H,H
doroiin,3387,3720,333,f22r,f23v,C,C,A,A,H,H
oldor,3398,5181,1783,f22r,f33r,C,E,A,B,H,H
cphal,3413,19591,16178,f22r,f82r,C,M,A,B,H,B
ofchar,3460,7588,4128,f22v,f45r,C,F,A,A,H,H
otdy,3463,21004,17541,f22v,f84v,C,M,A,B,H,B
otchaiin,3481,5871,2390,f22v,f36v,C,E,A,A,H,H
okshor,3503,11930,8427,f22v,f68r1,C,I,A,?,H,A
fcholdy,3536,3915,379,f23r,f25r,C,D,A,A,H,H
ololdy,3544,5353,1809,f23r,f34r,C,E,A,B,H,H
to,3546,12538,8992,f23r,f69r,C,J,A,?,H,C
olchar,3596,32583,28987,f23r,f108v,C,T,A,B,H,S
alg,3605,12596,8991,f23r,f69r,C,J,A,?,H,C
dshe,3622,4487,865,f23r,f29r,C,D,A,A,H,H
olsar,3682,32233,28551,f23v,f108v,C,T,A,B,H,S
olols,3721,24509,20788,f23v,f90v2,C,O,A,A,H,H
opchar,3731,28269,24538,f24r,f104r,C,T,A,B,H,S
oeeeos,3759,4987,1228,f24r,f31v,C,D,A,B,H,H
qekar,3764,11398,7634,f24r,f66v,C,H,A,B,H,H
yol,3829,12931,9102,f24r,f70r2,C,J,A,?,H,C
tchodar,3835,4366,531,f24v,f28r,C,D,A,A,H,H
oeor,3864,26881,23017,f24v,f102v2,C,S,A,A,H,P
okodaiin,3890,26571,22681,f24v,f102r1,C,S,A,A,H,P
sheear,3937,10291,6354,f25r,f58r,D,H,A,A,H,S
qotcheaiin,3951,4554,603,f25r,f29v,D,D,A,A,H,H
checthedy,4034,20395,16361,f26r,f83v,D,M,B,B,H,B
oloy,4039,20648,16609,f26r,f84r,D,M,B,B,H,B
pcho,4069,6881,2812,f26r,f42r,D,F,B,A,H,H
sas,4078,22387,18309,f26r,f86v6,D,N,B,B,H,T
shese,4100,24476,20376,f26r,f90v2,D,O,B,A,H,H
alys,4124,12772,8648,f26v,f69v,D,J,B,?,H,C
saldy,4141,14850,10709,f26v,f75r,D,M,B,B,H,B
toeedy,4158,10936,6778,f26v,f65v,D,H,B,?,H,H
sches,4163,20055,15892,f26v,f83r,D,M,B,B,H,B
tchols,4236,14045,9809,f27r,f72v2,D,K,A,?,H,Z
chals,4248,25291,21043,f27r,f95v2,D,Q,A,B,H,H
keeod,4259,21996,17737,f27r,f86v4,D,N,A,B,H,C
shkol,4326,21153,16827,f27v,f84v,D,M,A,B,H,B
cthodol,4328,23294,18966,f27v,f87v,D,O,A,A,H,H
pchodar,4343,36676,32333,f28r,f115r,D,T,A,B,H,S
dly,4359,14985,10626,f28r,f75v,D,M,A,B,H,B
qotchaiin,4360,4671,311,f28r,f30r,D,D,A,A,H,H
qokchody,4425,24819,20394,f28v,f93v,D,Q,A,A,H,H
qokaiiin,4520,28679,24159,f29r,f104v,D,T,A,B,H,S
oltchy,4577,9718,5141,f29v,f55v,D,G,A,B,H,H
ctos,4578,23270,18692,f29v,f87v,D,O,A,A,H,H
chshy,4586,16532,11946,f29v,f77v,D,M,A,B,H,B
chykar,4627,12640,8013,f29v,f69v,D,J,A,?,H,C
fcheody,4641,24267,19626,f30r,f89v1,D,O,A,A,H,P
chorain,4663,13803,9140,f30r,f72r3,D,K,A,?,H,Z
qopchar,4668,28412,23744,f30r,f104r,D,T,A,B,H,S
choko,4672,26332,21660,f30r,f101r,D,S,A,A,H,P
scheo,4693,28559,23866,f30r,f104v,D,T,A,B,H,S
chokchaiin,4705,36719,32014,f30r,f115r,D,T,A,B,H,S
sheoldy,4789,20417,15628,f30v,f83v,D,M,A,B,H,B
yches,4875,36584,31709,f31r,f115r,D,T,B,B,H,S
olsheor,4880,16699,11819,f31r,f77v,D,M,B,B,H,B
qoekedy,4881,21798,16917,f31r,f85r2,D,N,B,B,H,C
podair,4896,35599,30703,f31v,f114r,D,T,B,B,H,S
qotolcheo,4900,36243,31343,f31v,f114v,D,T,B,B,H,S
oked,4931,6690,1759,f31v,f41r,D,F,B,B,H,H
pcheeody,4940,29917,24977,f31v,f106r,D,T,B,B,H,S
cheef,4946,17253,12307,f31v,f78v,D,M,B,B,H,B
ksheey,4965,21661,16696,f31v,f85r1,D,N,B,B,H,T
sheoeky,4975,14078,9103,f31v,f72v2,D,K,B,?,H,Z
ytsho,5028,7481,2453,f32r,f44r,D,F,A,A,H,H
chckhol,5051,37500,32449,f32r,f116r,D,T,A,B,H,S
ctol,5054,25544,20490,f32r,f96v,D,Q,A,A,H,H
kcheodaiin,5081,34961,29880,f32v,f113r,D,T,A,B,H,S
odan,5137,6985,1848,f32v,f42r,D,F,A,A,H,H
alaiiin,5199,13777,8578,f33r,f72r3,E,K,B,?,H,Z
pair,5208,30855,25647,f33r,f107r,E,T,B,B,H,S
cheekaiin,5234,13540,8306,f33r,f71v,E,K,B,?,H,Z
okardy,5265,11936,6671,f33v,f68r1,E,I,B,?,H,A
tokar,5267,8365,3098,f33v,f48v,E,F,B,B,H,H
shefchdy,5300,21403,16103,f33v,f85r1,E,N,B,B,H,T
shckhdy,5301,10957,5656,f33v,f65v,E,H,B,?,H,H
shkair,5327,34920,29593,f33v,f113r,E,T,B,B,H,S
amg,5405,26651,21246,f34r,f102r2,E,S,B,A,H,P
aikhy,5428,32710,27282,f34r,f111r,E,T,B,B,H,S
cholchedy,5487,30164,24677,f34r,f106v,E,T,B,B,H,S
dychedy,5503,16749,11246,f34v,f77v,E,M,B,B,H,B
tchdaiin,5524,25413,19889,f34v,f95v1,E,Q,B,B,H,H
chechey,5537,33536,27999,f34v,f111v,E,T,B,B,H,S
olchdaiin,5554,5571,17,f34v,f34v,E,E,B,B,H,H
qokeeaiin,5613,32275,26662,f35r,f108v,E,T,A,B,H,S
shetchy,5623,21859,16236,f35r,f86v4,E,N,A,B,H,C
scheey,5631,14313,8682,f35r,f73r,E,L,A,?,H,Z
qokchaiin,5680,5734,54,f35r,f35v,E,E,A,A,H,H
chckhor,5717,21242,15525,f35v,f84v,E,M,A,B,H,B
chosar,5740,13740,8000,f35v,f72r2,E,K,A,?,H,Z
chkaly,5767,31379,25612,f35v,f107v,E,T,A,B,H,S
podaiir,5807,10416,4609,f36r,f58r,E,H,A,A,H,S
cy,5811,12784,6973,f36r,f70r1,E,J,A,?,H,C
dys,5887,21299,15412,f36v,f84v,E,M,A,B,H,B
ofchor,5921,12819,6898,f37r,f70r1,E,J,A,?,H,C
todain,6048,25099,19051,f37v,f95r1,E,Q,A,B,H,H
qokoiiin,6059,24242,18183,f37v,f89v1,E,O,A,A,H,P
chochor,6122,9764,3642,f38r,f56r,E,G,A,A,H,H
okeaiin,6142,32278,26136,f38v,f108v,E,T,A,B,H,S
tedo,6189,31896,25707,f39r,f108r,E,T,B,B,H,S
ofy,6198,22023,15825,f39r,f86v6,E,N,B,B,H,T
shekshey,6205,25337,19132,f39r,f95v1,E,Q,B,B,H,H
qokalchdy,6212,31866,25654,f39r,f108r,E,T,B,B,H,S
dchdar,6249,28661,22412,f39r,f104v,E,T,B,B,H,S
ykeols,6280,14231,7951,f39r,f72v1,E,K,B,?,H,Z
dshdy,6285,17513,11228,f39r,f79r,E,M,B,B,H,B
iir,6334,33099,26765,f39r,f111r,E,T,B,B,H,S
olkedaiin,6366,21500,15134,f39v,f85r1,E,N,B,B,H,T
oraly,6418,11681,5263,f39v,f67r2,E,I,B,?,H,A
shekam,6458,20865,14407,f39v,f84r,E,M,B,B,H,B
keodar,6486,22265,15779,f40r,f86v6,E,N,B,B,H,T
opches,6492,29852,23360,f40r,f106r,E,T,B,B,H,S
ordaiin,6494,11931,5437,f40r,f68r1,E,I,B,?,H,A
dm,6559,36369,29810,f40r,f114v,E,T,B,B,H,S
karar,6573,21594,15021,f40r,f85r1,E,N,B,B,H,T
pchedain,6582,33693,27111,f40v,f111v,E,T,B,B,H,S
todar,6585,25476,18891,f40v,f96r,E,Q,B,A,H,H
taraiin,6594,31328,24734,f40v,f107v,E,T,B,B,H,S
solaiin,6597,12270,5673,f40v,f68v3,E,I,B,?,H,C
qokaim,6667,34395,27728,f40v,f112v,E,T,B,B,H,S
ychdy,6709,30234,23525,f41r,f106v,F,T,B,B,H,S
cheked,6759,6784,25,f41r,f41r,F,F,B,B,H,H
chckheody,6766,26048,19282,f41r,f100r,F,S,B,A,H,P
keoy,6806,11758,4952,f41v,f67v2,F,I,B,?,H,C
oleeol,6811,26605,19794,f41v,f102r1,F,S,B,A,H,P
pchear,6857,27898,21041,f42r,f103v,F,T,A,B,H,S
shotaiin,6884,22170,15286,f42r,f86v6,F,N,A,B,H,T
yshol,6887,24356,17469,f42r,f90r1,F,O,A,A,H,H
qocho,6996,8482,1486,f42v,f49r,F,G,A,A,H,H
chtchy,7006,29472,22466,f42v,f105v,F,T,A,B,H,S
cpheo,7055,28555,21500,f42v,f104v,F,T,A,B,H,S
odeey,7105,28979,21874,f42v,f105r,F,T,A,B,H,S
sheeeky,7187,34880,27693,f43r,f113r,F,T,B,B,H,S
pshdar,7199,29713,22514,f43r,f106r,F,T,B,B,H,S
tshed,7238,22334,15096,f43r,f86v6,F,N,B,B,H,T
odeedy,7240,34238,26998,f43r,f112v,F,T,B,B,H,S
arodl,7262,30983,23721,f43v,f107r,F,T,B,B,H,S
poldy,7266,23447,16181,f43v,f88r,F,O,B,A,H,P
pchdol,7312,36017,28705,f43v,f114v,F,T,B,B,H,S
ytshedy,7315,25340,18025,f43v,f95v1,F,Q,B,B,H,H
olos,7335,30415,23080,f43v,f106v,F,T,B,B,H,S
tsheody,7543,9276,1733,f44v,f53v,F,G,A,A,H,H
lsho,7558,19370,11812,f44v,f81v,F,M,A,B,H,B
dairl,7579,24016,16437,f44v,f89r2,F,O,A,A,H,P
shaikhy,7581,27803,20222,f45r,f103v,F,T,A,B,H,S
lory,7608,36491,28883,f45r,f115r,F,T,A,B,H,S
tcholol,7625,9013,1388,f45r,f51v,F,G,A,A,H,H
dail,7701,16665,8964,f45v,f77v,F,M,A,B,H,B
