word,i,j,gap,page_i,page_j,quire_i,quire_j,lang_i,lang_j,section_i,section_j
odeeey,23436,28102,4666,f86v3,f103r,N,T,B,B,C,S
qotchedar,23460,29465,6005,f86v3,f104v,N,T,B,B,C,S
alr,23474,34261,10787,f86v3,f111v,N,T,B,B,C,S
chalkar,23505,28378,4873,f86v3,f103v,N,T,B,B,C,S
airody,23513,35734,12221,f86v3,f113r,N,T,B,B,C,S
dcheody,23515,23774,259,f86v3,f87v,N,O,B,A,C,H
cheo<152>ain,23518,28961,5443,f86v3,f104r,N,T,B,B,C,S
dsheody,23521,27118,3597,f86v3,f102r1,N,S,B,A,C,P
olfchey,23572,28195,4623,f86v3,f103v,N,T,B,B,C,S
aiim,23662,23844,182,f86v3,f87v,N,O,B,A,C,H
chekol,23717,24054,337,f87r,f88v,O,O,A,A,H,P
cthos,23729,25298,1569,f87r,f93r,O,Q,A,A,H,H
teodar,23741,26060,2319,f87r,f96v,O,Q,A,A,H,H
ckheor,23832,26070,2238,f87v,f96v,O,Q,A,A,H,H
old,23850,36305,12455,f87v,f114r,O,T,A,B,H,S
qoekol,23930,23931,1,f88r,f88r,O,O,A,A,P,P
otoram,23960,24056,96,f88r,f88v,O,O,A,A,P,P
cheokal,24022,26956,2934,f88v,f101v,O,S,A,A,P,P
olcheody,24034,33433,9399,f88v,f111r,O,T,A,B,P,S
cheokam,24040,30769,6729,f88v,f106r,O,T,A,B,P,S
yfolaiin,24066,26801,2735,f88v,f101r,O,S,A,A,P,P
ysheod,24068,29951,5883,f88v,f105v,O,T,A,B,P,S
qkol,24156,27604,3448,f89r1,f102v1,O,S,A,A,P,P
qocphey,24216,24991,775,f89r1,f90v2,O,O,A,A,P,H
cheol<152>y,24338,26394,2056,f89r2,f99v,O,S,A,A,P,P
oeeor,24365,26794,2429,f89r2,f101r,O,S,A,A,P,P
kolches,24417,30965,6548,f89r2,f106v,O,T,A,B,P,S
loiiin,24478,27114,2636,f89r2,f102r1,O,S,A,A,P,P
otalsy,24531,28178,3647,f89r2,f103r,O,T,A,B,P,S
cfheol,24553,26105,1552,f89v2,f99r,O,S,A,A,P,P
qo<152>am,24635,28771,4136,f89v2,f104r,O,T,A,B,P,S
qekor,24659,37142,12483,f89v2,f115r,O,T,A,B,P,S
dolchey,24832,26208,1376,f89v1,f99r,O,S,A,A,P,P
qofchol,24894,31475,6581,f90r1,f107r,O,T,A,B,H,S
shokol,24937,26424,1487,f90r1,f99v,O,S,A,A,H,P
qoeeor,24978,28249,3271,f90r2,f103v,O,T,A,B,H,S
chee<221>,25001,31321,6320,f90v2,f107r,O,T,A,B,H,S
qokee<221>r,25005,34827,9822,f90v2,f112v,O,T,A,B,H,S
shee<221>l,25045,28067,3022,f90v2,f103r,O,T,A,B,H,S
deeo,25149,31254,6105,f90v1,f107r,O,T,A,B,H,S
keeeol,25151,35340,10189,f90v1,f113r,O,T,A,B,H,S
sheeody,25213,27454,2241,f93r,f102v2,Q,S,A,A,H,P
okcheor,25234,26576,1342,f93r,f100v,Q,S,A,A,H,P
ctho<152>y,25255,25349,94,f93r,f93v,Q,Q,A,A,H,H
ctheos,25372,27490,2118,f93v,f102v2,Q,S,A,A,H,P
qokshd,25517,30942,5425,f94v,f106v,Q,T,B,B,H,S
okchaiin,25559,34762,9203,f94v,f112r,Q,T,B,B,H,S
tchdor,25626,37594,11968,f95r1,f115v,Q,T,B,B,H,S
qo<176>y,25633,34844,9211,f95r1,f112v,Q,T,B,B,H,S
alod,25654,29520,3866,f95r1,f104v,Q,T,B,B,H,S
tshod,25719,30974,5255,f95r2,f106v,Q,T,B,B,H,S
ted,25747,29932,4185,f95r2,f105r,Q,T,B,B,H,S
qo<176>ar,25842,37515,11673,f95v1,f115v,Q,T,B,B,H,S
kshed,25902,30502,4600,f95v1,f106r,Q,T,B,B,H,S
qokeeod,25903,33645,7742,f95v1,f111r,Q,T,B,B,H,S
cpheol,25946,26193,247,f96r,f99r,Q,S,A,A,H,P
toaiin,25956,28820,2864,f96r,f104r,Q,T,A,B,H,S
ckhe<221>l,26067,27271,1204,f96v,f102r2,Q,S,A,A,H,P
salo,26089,38167,12078,f99r,f116r,S,T,A,B,P,S
dol<152>am,26376,26405,29,f99v,f99v,S,S,A,A,P,P
ok<221>iin,26411,31298,4887,f99v,f107r,S,T,A,B,P,S
oraro,26464,37067,10603,f100r,f115r,S,T,A,B,P,S
olchor,26557,27055,498,f100r,f101v,S,S,A,A,P,P
sheocphy,26582,35593,9011,f100v,f113r,S,T,A,B,P,S
chockhar,26644,28818,2174,f100v,f104r,S,T,A,B,P,S
cheokeol,26653,35621,8968,f100v,f113r,S,T,A,B,P,S
chchy,26787,29493,2706,f101r,f104v,S,T,A,B,P,S
pcholy,26919,32310,5391,f101v,f108r,S,T,A,B,P,S
pshodaiin,27140,30679,3539,f102r1,f106r,S,T,A,B,P,S
olcheor,27175,31460,4285,f102r1,f107r,S,T,A,B,P,S
qoke<221>l,27178,33869,6691,f102r1,f111v,S,T,A,B,P,S
<221>s,27198,37932,10734,f102r1,f116r,S,T,A,B,P,S
<152>o,27281,27293,12,f102r2,f102r2,S,S,A,A,P,P
qoeeol,27630,29407,1777,f102v1,f104v,S,T,A,B,P,S
shkar,27705,34802,7097,f103r,f112r,T,T,B,B,S,S
ota,27739,36181,8442,f103r,f113v,T,T,B,B,S,S
oteche<152>y,28050,33870,5820,f103r,f111v,T,T,B,B,S,S
qoteed<222>,28233,38020,9787,f103v,f116r,T,T,B,B,S,S
qokshdy,28238,30939,2701,f103v,f106v,T,T,B,B,S,S
lshor,28250,35444,7194,f103v,f113r,T,T,B,B,S,S
okeeshy,28349,34820,6471,f103v,f112v,T,T,B,B,S,S
tokain,28394,37986,9592,f103v,f116r,T,T,B,B,S,S
ycheody,28413,35812,7399,f103v,f113v,T,T,B,B,S,S
oteaiin,28453,33925,5472,f103v,f111v,T,T,B,B,S,S
akeey,28456,33253,4797,f103v,f111r,T,T,B,B,S,S
poly,28488,35158,6670,f103v,f112v,T,T,B,B,S,S
qkain,28609,33156,4547,f103v,f108v,T,T,B,B,S,S
odr,28726,31122,2396,f104r,f106v,T,T,B,B,S,S
oeeal,28783,35169,6386,f104r,f112v,T,T,B,B,S,S
airod,28830,29903,1073,f104r,f105r,T,T,B,B,S,S
rl,28851,33089,4238,f104r,f108v,T,T,B,B,S,S
ysheeody,28953,29632,679,f104r,f105r,T,T,B,B,S,S
olcheo,28970,31025,2055,f104r,f106v,T,T,B,B,S,S
opam,29002,35924,6922,f104r,f113v,T,T,B,B,S,S
olched,29037,30404,1367,f104r,f106r,T,T,B,B,S,S
qotee<152>,29098,33553,4455,f104v,f111r,T,T,B,B,S,S
oeedaiin,29118,36513,7395,f104v,f114r,T,T,B,B,S,S
airol,29136,36106,6970,f104v,f113v,T,T,B,B,S,S
chotedy,29170,32181,3011,f104v,f108r,T,T,B,B,S,S
lcheod,29178,37239,8061,f104v,f115r,T,T,B,B,S,S
dlchd,29246,37372,8126,f104v,f115r,T,T,B,B,S,S
sarain,29282,34961,5679,f104v,f112v,T,T,B,B,S,S
lkair,29411,32528,3117,f104v,f108r,T,T,B,B,S,S
cheeod,29441,35652,6211,f104v,f113r,T,T,B,B,S,S
<176>aiin,29574,30881,1307,f105r,f106v,T,T,B,B,S,S
cheod<222>,29587,37031,7444,f105r,f114v,T,T,B,B,S,S
qoeeody,29671,36390,6719,f105r,f114r,T,T,B,B,S,S
dyteey,29680,29927,247,f105r,f105r,T,T,B,B,S,S
ltee<152>y,29720,34274,4554,f105r,f111v,T,T,B,B,S,S
oleedy,29732,38059,8327,f105r,f116r,T,T,B,B,S,S
paiir,29759,36009,6250,f105r,f113v,T,T,B,B,S,S
teedar,29766,33204,3438,f105r,f108v,T,T,B,B,S,S
ylkaiin,29788,31802,2014,f105r,f107v,T,T,B,B,S,S
laiiin,29840,30693,853,f105r,f106r,T,T,B,B,S,S
kechedy,29844,37134,7290,f105r,f115r,T,T,B,B,S,S
eed,29858,30145,287,f105r,f105v,T,T,B,B,S,S
qoedaiin,29964,36313,6349,f105v,f114r,T,T,B,B,S,S
opched,29971,30818,847,f105v,f106v,T,T,B,B,S,S
kedar,30013,32840,2827,f105v,f108v,T,T,B,B,S,S
ksheeol,30017,36190,6173,f105v,f113v,T,T,B,B,S,S
qolkaiin,30132,34428,4296,f105v,f112r,T,T,B,B,S,S
lkaiir,30141,30959,818,f105v,f106v,T,T,B,B,S,S
chopchdy,30151,37718,7567,f105v,f115v,T,T,B,B,S,S
qoek,30168,37414,7246,f105v,f115r,T,T,B,B,S,S
kl,30181,31511,1330,f105v,f107r,T,T,B,B,S,S
poar,30266,34526,4260,f105v,f112r,T,T,B,B,S,S
aildy,30334,31205,871,f105v,f106v,T,T,B,B,S,S
o<176>shey,30338,34353,4015,f105v,f111v,T,T,B,B,S,S
lchg,30449,33141,2692,f106r,f108v,T,T,B,B,S,S
pcheo,30462,37711,7249,f106r,f115v,T,T,B,B,S,S
lkshedy,30584,31969,1385,f106r,f107v,T,T,B,B,S,S
rody,30589,31131,542,f106r,f106v,T,T,B,B,S,S
chlar,30590,32496,1906,f106r,f108r,T,T,B,B,S,S
chlal,30607,32750,2143,f106r,f108v,T,T,B,B,S,S
sheoal,30624,36823,6199,f106r,f114v,T,T,B,B,S,S
kairam,30625,31626,1001,f106r,f107r,T,T,B,B,S,S
cholchedy,30712,30799,87,f106r,f106v,T,T,B,B,S,S
daiiral,30724,36641,5917,f106r,f114r,T,T,B,B,S,S
shtar,30831,33427,2596,f106v,f111r,T,T,B,B,S,S
chod<222>,30832,33541,2709,f106v,f111r,T,T,B,B,S,S
qo<152>aiin,30867,37158,6291,f106v,f115r,T,T,B,B,S,S
oteeo<152>y,30874,35234,4360,f106v,f113r,T,T,B,B,S,S
shokar,30960,34187,3227,f106v,f111v,T,T,B,B,S,S
okarol,31011,36229,5218,f106v,f114r,T,T,B,B,S,S
otches,31021,35776,4755,f106v,f113v,T,T,B,B,S,S
kcheeor,31086,35326,4240,f106v,f113r,T,T,B,B,S,S
kched<222>,31101,36425,5324,f106v,f114r,T,T,B,B,S,S
<221>teey,31226,34840,3614,f107r,f112v,T,T,B,B,S,S
lldy,31430,34186,2756,f107r,f111v,T,T,B,B,S,S
pal,31434,31705,271,f107r,f107r,T,T,B,B,S,S
okil,31437,31646,209,f107r,f107r,T,T,B,B,S,S
ycheain,31449,33110,1661,f107r,f108v,T,T,B,B,S,S
arolkeey,31541,32444,903,f107r,f108r,T,T,B,B,S,S
pcholky,31615,36104,4489,f107r,f113v,T,T,B,B,S,S
chtl,31690,31693,3,f107r,f107r,T,T,B,B,S,S
alkeeey,31719,34994,3275,f107v,f112v,T,T,B,B,S,S
chokedy,31809,32459,650,f107v,f108r,T,T,B,B,S,S
tshed<222>,31812,37686,5874,f107v,f115v,T,T,B,B,S,S
lty,31989,38143,6154,f107v,f116r,T,T,B,B,S,S
lcheor,32048,38398,6350,f107v,f116r,T,T,B,B,S,S
poraiin,32056,35861,3805,f107v,f113v,T,T,B,B,S,S
lkedal,32195,35854,3659,f108r,f113v,T,T,B,B,S,S
qaiin,32253,35182,2929,f108r,f112v,T,T,B,B,S,S
tedam,32342,32791,449,f108r,f108v,T,T,B,B,S,S
keedal,32567,35038,2471,f108r,f112v,T,T,B,B,S,S
okeedain,32577,37221,4644,f108r,f115r,T,T,B,B,S,S
dalkedy,32606,35061,2455,f108r,f112v,T,T,B,B,S,S
lkch<152>y,32625,37881,5256,f108r,f115v,T,T,B,B,S,S
keedain,32772,35159,2387,f108v,f112v,T,T,B,B,S,S
lcheal,32946,33112,166,f108v,f108v,T,T,B,B,S,S
lkeee<152>y,32965,33667,702,f108v,f111r,T,T,B,B,S,S
checkhed,32994,33750,756,f108v,f111r,T,T,B,B,S,S
lke<152>ain,33079,37528,4449,f108v,f115v,T,T,B,B,S,S
aiy,33652,36462,2810,f111r,f114r,T,T,B,B,S,S
oteain,33690,34199,509,f111r,f111v,T,T,B,B,S,S
okechedy,33693,34696,1003,f111r,f112r,T,T,B,B,S,S
tedain,33782,34614,832,f111r,f112r,T,T,B,B,S,S
qokeain,33832,34322,490,f111r,f111v,T,T,B,B,S,S
qote<152>al,33908,36966,3058,f111v,f114v,T,T,B,B,S,S
qoteal,34086,36113,2027,f111v,f113v,T,T,B,B,S,S
tarol,34237,35947,1710,f111v,f113v,T,T,B,B,S,S
teeedy,34311,35029,718,f111v,f112v,T,T,B,B,S,S
okeiin,34325,34394,69,f111v,f111v,T,T,B,B,S,S
oteedal,34422,37776,3354,f112r,f115v,T,T,B,B,S,S
olkeear,34545,34732,187,f112r,f112r,T,T,B,B,S,S
lched<222>,34593,38077,3484,f112r,f116r,T,T,B,B,S,S
octhdy,34603,36336,1733,f112r,f114r,T,T,B,B,S,S
shckhhy,34690,37831,3141,f112r,f115v,T,T,B,B,S,S
pchodain,34925,37659,2734,f112v,f115v,T,T,B,B,S,S
lkeeedy,35015,36132,1117,f112v,f113v,T,T,B,B,S,S
polor,35054,37760,2706,f112v,f115v,T,T,B,B,S,S
tchedor,35068,37500,2432,f112v,f115v,T,T,B,B,S,S
checkhol,35093,35827,734,f112v,f113v,T,T,B,B,S,S
chedaiiin,35104,36591,1487,f112v,f114r,T,T,B,B,S,S
ycheod,35409,36241,832,f113r,f114r,T,T,B,B,S,S
shkchedy,35535,37403,1868,f113r,f115r,T,T,B,B,S,S
dsheo,35631,37155,1524,f113r,f115r,T,T,B,B,S,S
qokaram,35895,37333,1438,f113v,f115r,T,T,B,B,S,S
oteee<222>,36100,36118,18,f113v,f113v,T,T,B,B,S,S
qokeedaiin,36286,37156,870,f114r,f115r,T,T,B,B,S,S
qodair,36340,37316,976,f114r,f115r,T,T,B,B,S,S
qokeedain,36376,36527,151,f114r,f114r,T,T,B,B,S,S
cheedain,36524,36715,191,f114r,f114v,T,T,B,B,S,S
teee<152>y,37026,37042,16,f114v,f115r,T,T,B,B,S,S
rodaiin,37260,37786,526,f115r,f115v,T,T,B,B,S,S
rodam,37639,37885,246,f115v,f115v,T,T,B,B,S,S
in,38005,38028,23,f116r,f116r,T,T,B,B,S,S
chll,38057,38231,174,f116r,f116r,T,T,B,B,S,S
